cohort,N,FULL,AP,AMP,ENERGY,PRODUCT,INTERFERENCE,ANGLE,AP_minus_AMP,INTERFERENCE_minus_null,ANGLE_minus_null
CA_Level5A,30,0.7851428571428574,0.7484444444444445,0.6062222222222222,0.7902222222222224,0.7697777777777777,0.7429841269841273,0.6838095238095236,0.14222222222222225,0.21199358088247,0.6849915312137532
CB_Level6A_strict,30,0.6797460317460318,0.6537142857142856,0.48469841269841274,0.7186031746031745,0.709968253968254,0.5881904761904763,0.4954920634920635,0.16901587301587304,0.10494519916742145,0.49652979964091076
