cohort,analysis,FULL,AP,AMP,AP_minus_AMP
CA_Level5A,identity,0.7851428571428574,0.7484444444444445,0.6062222222222222,0.14222222222222225
CA_Level5A,OOB_PCA,0.762031746031746,0.7550476190476191,0.653079365079365,0.10196825396825404
CA_Level5A,rankmatched_sensor,0.7280000000000001,0.7015873015873019,0.5582222222222222,0.1433650793650794
CA_Level5A,far_prestim,-0.043047619047619036,-0.044190476190476204,,
CB_Level6A_strict,identity,0.6797460317460318,0.6537142857142856,0.48469841269841274,0.16901587301587304
CB_Level6A_strict,OOB_PCA,0.751873015873016,0.7249523809523809,0.5591111111111111,0.16584126984126993
CB_Level6A_strict,rankmatched_sensor,0.694730158730159,0.6686984126984128,0.5523809523809523,0.11631746031746036
CB_Level6A_strict,far_prestim,0.0019047619047619022,0.0003809523809523845,,
